Bm10116,WBGene00230377,NA,0
Bm10117,WBGene00230378,Bma-ints-6.2,0
Bm10119a,WBGene00230380,NA,0
Bm10119b,WBGene00230380,NA,0
Bm10119c,WBGene00230380,NA,1
Bm1011a,WBGene00221272,NA,0
Bm1011b,WBGene00221272,NA,1
Bm10120,WBGene00230381,NA,0
Bm10121,WBGene00230382,NA,0
Bm10122,WBGene00230383,NA,0
Bm10123a,WBGene00230384,Bma-unc-62.2,0
Bm10123b,WBGene00230384,Bma-unc-62.2,0
Bm10124,WBGene00230385,NA,0
Bm10125a,WBGene00230386,NA,0
Bm10125b,WBGene00230386,NA,0
Bm10126,WBGene00230387,NA,1
Bm10129,WBGene00230390,NA,0
Bm1013,WBGene00221274,NA,0
Bm10130,WBGene00230391,NA,0
Bm10132,WBGene00230393,NA,0
Bm10133,WBGene00230394,NA,0
Bm10134,WBGene00230395,NA,0
Bm10135a,WBGene00230396,Bma-aha-1.2,0
Bm10135b,WBGene00230396,Bma-aha-1.2,0
Bm10136,WBGene00230397,NA,0
Bm10137,WBGene00230398,NA,0
Bm10138a,WBGene00230399,NA,1
Bm10138b,WBGene00230399,NA,1
Bm10140,WBGene00230401,NA,1
Bm10142,WBGene00230403,NA,0
Bm10143,WBGene00230404,NA,0
Bm10145,WBGene00230406,NA,2
Bm10147,WBGene00230408,Bma-cdk-1.3,1
Bm10149,WBGene00230410,NA,1
Bm1015,WBGene00221276,NA,0
Bm10150,WBGene00230411,Bma-cdk-1.5,0
Bm10151a,WBGene00230412,NA,0
Bm10151b,WBGene00230412,NA,0
Bm10153,WBGene00230414,NA,0
Bm10155,WBGene00230416,Bma-rho-1.1,1
Bm10156,WBGene00230417,NA,1
Bm10157,WBGene00230418,NA,1
Bm10158,WBGene00230419,Bma-taf-12,0
Bm10159,WBGene00230420,NA,0
Bm10161,WBGene00230422,NA,0
Bm10162,WBGene00230423,NA,0
Bm10165a,WBGene00230426,NA,0
Bm10165b,WBGene00230426,NA,0
Bm10166,WBGene00230427,Bma-rde-12.1,0
Bm10168,WBGene00230429,NA,1
Bm10169,WBGene00230430,NA,0
Bm1016a,WBGene00221277,NA,0
Bm1016b,WBGene00221277,NA,0
Bm1017,WBGene00221278,NA,1
Bm10170,WBGene00230431,NA,1
Bm10172,WBGene00230433,NA,1
Bm10173,WBGene00230434,NA,0
Bm10174,WBGene00230435,NA,0
Bm10175,WBGene00230436,NA,0
Bm10176,WBGene00230437,NA,0
Bm10177a,WBGene00230438,Bma-daf-4,3
Bm10177b,WBGene00230438,Bma-daf-4,3
Bm10178,WBGene00230439,NA,1
Bm10179,WBGene00230440,NA,0
Bm10182,WBGene00230443,NA,1
Bm10184,WBGene00230445,NA,0
Bm10185a,WBGene00230446,NA,2
Bm10185b,WBGene00230446,NA,1
Bm10189,WBGene00230450,Bma-dpy-3,1
Bm10190,WBGene00230451,NA,2
Bm10191,WBGene00230452,Bma-cutl-7,1
Bm10194,WBGene00230455,NA,0
Bm10195,WBGene00230456,NA,1
Bm10198,WBGene00230459,NA,0
Bm10199,WBGene00230460,NA,1
Bm10200,WBGene00230461,NA,1
Bm10201,WBGene00230462,NA,0
Bm10202,WBGene00230463,NA,2
Bm10203,WBGene00230464,NA,0
Bm10204,WBGene00230465,NA,1
Bm10209,WBGene00230470,NA,0
Bm1021,WBGene00221282,NA,0
Bm10212,WBGene00230473,NA,0
Bm10213,WBGene00230474,NA,1
Bm10214,WBGene00230475,NA,0
Bm10215,WBGene00230476,NA,0
Bm10216,WBGene00230477,NA,0
Bm10217,WBGene00230478,NA,0
Bm10218,WBGene00230479,NA,1
Bm10219,WBGene00230480,NA,2
Bm10220,WBGene00230481,Bma-rde-1,0
Bm10221,WBGene00230482,Bma-pyk-2.2,0
Bm10222,WBGene00230483,Bma-pyk-2.3,0
Bm10223,WBGene00230484,NA,1
Bm10224,WBGene00230485,NA,0
Bm10227,WBGene00230488,Bma-hxk-1.3,0
Bm10228a,WBGene00230489,NA,0
Bm10228b,WBGene00230489,NA,0
Bm10229a,WBGene00230490,NA,0
Bm10229b,WBGene00230490,NA,0
Bm10229c,WBGene00230490,NA,0
Bm10229d,WBGene00230490,NA,0
Bm10229e,WBGene00230490,NA,0
Bm10229f,WBGene00230490,NA,0
Bm1023,WBGene00221284,Bma-mpc-2.1,2
Bm10232,WBGene00230493,NA,2
Bm10234,WBGene00230495,NA,2
Bm10236a,WBGene00230497,NA,0
Bm10236b,WBGene00230497,NA,0
Bm10237,WBGene00230498,NA,0
Bm10239a,WBGene00230500,NA,0
Bm10239b,WBGene00230500,NA,0
Bm1024,WBGene00221285,NA,0
Bm10240a,WBGene00230501,Bma-arp-11,1
Bm10240b,WBGene00230501,Bma-arp-11,1
Bm10241a,WBGene00230502,NA,1
Bm10241b,WBGene00230502,NA,0
Bm10241c,WBGene00230502,NA,1
Bm10242,WBGene00230503,NA,1
Bm10243,WBGene00230504,Bma-nmy-2,2
Bm10244a,WBGene00230505,NA,2
Bm10244b,WBGene00230505,NA,4
Bm10245a,WBGene00230506,NA,0
Bm10245b,WBGene00230506,NA,0
Bm10246,WBGene00230507,Bma-heh-1,1
Bm10247,WBGene00230508,NA,0
Bm10248a,WBGene00230509,NA,2
Bm10248b,WBGene00230509,NA,2
Bm10249,WBGene00230510,NA,1
Bm1025,WBGene00221286,NA,4
Bm10250,WBGene00230511,NA,0
Bm10251,WBGene00230512,NA,0
Bm10252,WBGene00230513,NA,0
Bm10254,WBGene00230515,Bma-pole-4,0
Bm10258,WBGene00230519,NA,0
Bm10259a,WBGene00230520,NA,0
Bm10259b,WBGene00230520,NA,0
Bm10259c,WBGene00230520,NA,0
Bm10259d,WBGene00230520,NA,0
Bm1026,WBGene00221287,NA,1
Bm10260,WBGene00230521,NA,0
Bm10262a,WBGene00230523,NA,0
Bm10262b,WBGene00230523,NA,0
Bm10264a,WBGene00230525,NA,3
Bm10264b,WBGene00230525,NA,3
Bm10265,WBGene00230526,NA,0
Bm10266,WBGene00230527,NA,0
Bm10267,WBGene00230528,NA,0
Bm10269,WBGene00230530,NA,7
Bm1027,WBGene00221288,NA,0
Bm10270,WBGene00230531,Bma-uri-1,1
Bm10271,WBGene00230532,NA,1
Bm10272,WBGene00230533,NA,1
Bm10273a,WBGene00230534,Bma-mics-1,1
Bm10273b,WBGene00230534,Bma-mics-1,1
Bm10273c,WBGene00230534,Bma-mics-1,1
Bm10274,WBGene00230535,NA,0
Bm10275,WBGene00230536,NA,3
Bm10276,WBGene00230537,NA,0
Bm10277,WBGene00230538,NA,0
Bm10281,WBGene00230542,NA,0
Bm10285,WBGene00230546,Bma-ncbp-1.1,0
Bm10291,WBGene00230552,NA,0
Bm10292,WBGene00230553,NA,4
Bm10294,WBGene00230555,NA,0
Bm10295a,WBGene00230556,Bma-ceh-18.1,0
Bm10295b,WBGene00230556,Bma-ceh-18.1,0
Bm10295c,WBGene00230556,Bma-ceh-18.1,0
Bm10295d,WBGene00230556,Bma-ceh-18.1,1
Bm10296,WBGene00230557,NA,1
Bm10297a,WBGene00230558,NA,1
Bm10297b,WBGene00230558,NA,1
Bm10298,WBGene00230559,Bma-obr-2,0
Bm10299a,WBGene00230560,NA,0
Bm10299b,WBGene00230560,NA,0
Bm1029a,WBGene00221290,NA,1
Bm1029b,WBGene00221290,NA,0
Bm10302,WBGene00230563,NA,0
Bm10304a,WBGene00230565,NA,0
Bm10304b,WBGene00230565,NA,0
Bm10305,WBGene00230566,NA,0
Bm10306a,WBGene00230567,NA,0
Bm10306b,WBGene00230567,NA,0
Bm10307,WBGene00230568,Bma-nipi-3,2
Bm10308,WBGene00230569,NA,0
Bm1030a,WBGene00221291,NA,1
Bm1030b,WBGene00221291,NA,0
Bm10310,WBGene00230571,NA,0
Bm10312b,WBGene00230573,Bma-fars-1,0
Bm10312c,WBGene00230573,Bma-fars-1,0
Bm10313,WBGene00230574,NA,0
Bm10315,WBGene00230576,NA,0
Bm10316a,WBGene00230577,NA,0
Bm10316b,WBGene00230577,NA,0
Bm10317,WBGene00230578,NA,4
Bm1032,WBGene00221293,NA,0
Bm10320a,WBGene00230581,NA,1
Bm10320b,WBGene00230581,NA,1
Bm10321a,WBGene00230582,NA,1
Bm10321b,WBGene00230582,NA,0
Bm10322,WBGene00230583,Bma-mec-5,0
Bm10323,WBGene00230584,NA,0
Bm10324a,WBGene00230585,NA,0
Bm10324b,WBGene00230585,NA,0
Bm10324c,WBGene00230585,NA,1
Bm10325,WBGene00230586,NA,0
Bm10326,WBGene00230587,Bma-cdk-1.2,1
Bm10327,WBGene00230588,NA,0
Bm10328a,WBGene00230589,NA,6
Bm10328b,WBGene00230589,NA,6
Bm10329,WBGene00230590,NA,1
Bm10330,WBGene00230591,NA,0
Bm10331,WBGene00230592,NA,0
Bm10332,WBGene00230593,NA,0
Bm10335,WBGene00230596,NA,0
Bm10337,WBGene00230598,NA,0
Bm10338,WBGene00230599,NA,0
Bm10339,WBGene00230600,NA,0
Bm1034,WBGene00221295,NA,1
Bm10340,WBGene00230601,NA,2
Bm10343,WBGene00230604,NA,1
Bm10344,WBGene00230605,NA,0
Bm10346,WBGene00230607,NA,0
Bm10347a,WBGene00230608,NA,1
Bm10347b,WBGene00230608,NA,1
Bm10348,WBGene00230609,NA,0
Bm10349,WBGene00230610,Bma-rib-2.2,3
Bm1035,WBGene00221296,NA,0
Bm10351,WBGene00230612,NA,1
Bm10352,WBGene00230613,NA,0
Bm10353,WBGene00230614,NA,0
Bm10354,WBGene00230615,NA,0
Bm10355,WBGene00230616,NA,1
Bm10356,WBGene00230617,NA,4
Bm10357a,WBGene00230618,NA,0
Bm10357b,WBGene00230618,NA,0
Bm10358,WBGene00230619,NA,1
Bm10359,WBGene00230620,NA,0
Bm10361,WBGene00230622,NA,0
Bm10362,WBGene00230623,NA,6
Bm10363a,WBGene00230624,NA,insdc=CR
Bm10363b,WBGene00230624,NA,6
Bm10364,WBGene00230625,NA,0
Bm10365a,WBGene00230626,NA,2
Bm10365b,WBGene00230626,NA,2
Bm10366a,WBGene00230627,NA,0
Bm10366b,WBGene00230627,NA,0
Bm10367,WBGene00230628,Bma-csn-3,ins
Bm10368,WBGene00230629,NA,1
Bm1036a,WBGene00221297,NA,4
Bm1036b,WBGene00221297,NA,3
Bm10372a,WBGene00230633,NA,2
Bm10372b,WBGene00230633,NA,2
Bm10372c,WBGene00230633,NA,2
Bm10372d,WBGene00230633,NA,2
Bm10372e,WBGene00230633,NA,2
Bm10373,WBGene00230634,NA,3
Bm10375,WBGene00230636,NA,insdc=CDP97818.1
Bm10376,WBGene00230637,NA,insdc=CDP97820.1
Bm10377,WBGene00230638,NA,0
Bm10378,WBGene00230639,Bma-exc-4,0
Bm10379,WBGene00230640,Bma-tba-5,0
Bm10380,WBGene00230641,NA,0
Bm10381,WBGene00230642,NA,1
Bm10382,WBGene00230643,NA,0
Bm10383,WBGene00230644,Bma-lsy-12.1,0
Bm10384,WBGene00230645,NA,0
Bm10385,WBGene00230646,NA,0
Bm10386a,WBGene00230647,NA,1
Bm10386b,WBGene00230647,NA,1
Bm10387,WBGene00230648,Bma-npp-24,0
Bm10388a,WBGene00230649,Bma-btbd-10.2,1
Bm10388c,WBGene00230649,Bma-btbd-10.2,0
Bm10389,WBGene00230650,NA,0
Bm10390a,WBGene00230651,NA,1
Bm10390b,WBGene00230651,NA,1
Bm10391,WBGene00230652,Bma-cnnm-2,5
Bm10392,WBGene00230653,NA,1
Bm10393,WBGene00230654,NA,0
Bm10394a,WBGene00230655,NA,0
Bm10394b,WBGene00230655,NA,0
Bm10395,WBGene00230656,NA,insdc=CDP97935.1
Bm10396,WBGene00230657,NA,2
Bm10397,WBGene00230658,NA,1
Bm10398,WBGene00230659,NA,0
Bm10399,WBGene00230660,Bma-mys-4,0
Bm10400a,WBGene00230661,Bma-rict-1.2,4
Bm10400b,WBGene00230661,Bma-rict-1.2,4
Bm10401a,WBGene00230662,NA,0
Bm10401b,WBGene00230662,NA,0
Bm10402,WBGene00230663,NA,0
Bm10403,WBGene00230664,NA,4
Bm10405,WBGene00230666,Bma-lin-31,0
Bm10406a,WBGene00230667,Bma-enol-1.1,1
Bm10406b,WBGene00230667,Bma-enol-1.1,0
Bm10407a,WBGene00230668,NA,1
Bm10407b,WBGene00230668,NA,0
Bm10408,WBGene00230669,NA,2
Bm10409,WBGene00230670,NA,0
Bm10410,WBGene00230671,NA,insdc=CRZ24997.1
Bm10411,WBGene00230672,NA,insdc=CDP98032.1
Bm10412,WBGene00230673,NA,1
Bm10413a,WBGene00230674,NA,2
Bm10413b,WBGene00230674,NA,1
Bm10414,WBGene00230675,NA,insdc=CRZ24999.1
Bm10416,WBGene00230677,NA,1
Bm10417,WBGene00230678,NA,0
Bm10418,WBGene00230679,NA,insdc=CDP98049.1
Bm10419,WBGene00230680,Bma-ptr-3,12
Bm10420,WBGene00230681,NA,1
Bm10424,WBGene00230685,NA,0
Bm10425,WBGene00230686,NA,1
Bm10426a,WBGene00230687,NA,0
Bm10426b,WBGene00230687,NA,0
Bm10427a,WBGene00230688,Bma-stip-1,1
Bm10427d,WBGene00230688,Bma-stip-1,0
Bm10427e,WBGene00230688,Bma-stip-1,1
Bm10429,WBGene00230690,Bma-ubc-15,in
Bm1042a,WBGene00221303,NA,0
Bm1042b,WBGene00221303,NA,insdc=CTP
Bm1043,WBGene00221304,NA,0
Bm10430a,WBGene00230691,Bma-crn-5,1
Bm10430b,WBGene00230691,Bma-crn-5,0
Bm10431a,WBGene00230692,NA,0
Bm10431b,WBGene00230692,NA,insdc=CDP98117.1
Bm10432,WBGene00230693,NA,insdc=CDP98121.2
Bm10433,WBGene00230694,NA,2
Bm10434a,WBGene00230695,NA,1
Bm10434b,WBGene00230695,NA,0
Bm10435,WBGene00230696,NA,0
Bm10436,WBGene00230697,NA,0
Bm10437,WBGene00230698,NA,0
Bm10438,WBGene00230699,NA,0
Bm10439,WBGene00230700,NA,0
Bm1044,WBGene00221305,NA,0
Bm10440a,WBGene00230701,Bma-set-11,0
Bm10440b,WBGene00230701,Bma-set-11,0
Bm10441a,WBGene00230702,NA,0
Bm10441b,WBGene00230702,NA,0
Bm10442,WBGene00230703,Bma-catp-4,14
Bm10443,WBGene00230704,NA,1
Bm10444,WBGene00230705,NA,insdc=CRZ25013.1
Bm10445,WBGene00230706,NA,0
Bm10447,WBGene00230708,NA,insdc=CRZ25015.1
Bm10448,WBGene00230709,Bma-zipt-2.3,8
Bm10449,WBGene00230710,NA,1
Bm1045,WBGene00221306,NA,0
Bm10450,WBGene00230711,NA,0
Bm10451,WBGene00230712,NA,0
Bm10452,WBGene00230713,Bma-npp-22,7
Bm10453,WBGene00230714,NA,1
Bm10454,WBGene00230715,NA,0
Bm10455,WBGene00230716,NA,0
Bm10456,WBGene00230717,NA,0
Bm10457,WBGene00230718,NA,0
Bm10458,WBGene00230719,NA,0
Bm1046,WBGene00221307,NA,0
Bm10460,WBGene00230721,NA,2
Bm10461,WBGene00230722,Bma-alt-3.1,2
Bm10463,WBGene00230724,NA,0
Bm10465,WBGene00230726,NA,0
Bm10467,WBGene00230728,NA,1
Bm10468,WBGene00230729,NA,insdc=CDQ03901.1
Bm10469,WBGene00230730,NA,1
Bm10474a,WBGene00230735,NA,1
Bm10474b,WBGene00230735,NA,2
Bm10476,WBGene00230737,NA,0
Bm10478a,WBGene00230739,NA,0
Bm10478b,WBGene00230739,NA,0
Bm10479,WBGene00230740,NA,0
Bm10480,WBGene00230741,NA,0
Bm10481,WBGene00230742,NA,0
Bm10482,WBGene00230743,Bma-lsy-12.2,3
Bm10483,WBGene00230744,NA,0
Bm10484,WBGene00230745,NA,0
Bm10485a,WBGene00230746,NA,0
Bm10485b,WBGene00230746,NA,0
Bm10487a,WBGene00230748,NA,0
Bm10487b,WBGene00230748,NA,0
Bm10489a,WBGene00230750,NA,0
Bm10489b,WBGene00230750,NA,0
Bm1049,WBGene00221310,NA,0
Bm10491,WBGene00230752,NA,1
Bm10492,WBGene00230753,NA,0
Bm10493,WBGene00230754,NA,1
Bm10496,WBGene00230757,NA,1
Bm10498,WBGene00230759,NA,4
Bm1050,WBGene00221311,NA,insdc=CTP8
Bm10500a,WBGene00230761,NA,0
Bm10500b,WBGene00230761,NA,0
Bm10502,WBGene00230763,NA,0
Bm10503,WBGene00230764,NA,0
Bm10505,WBGene00230766,NA,1
Bm10506,WBGene00230767,NA,0
Bm10507,WBGene00230768,NA,0
Bm10509d,WBGene00230770,Bma-rtfo-1.2,0
Bm10509e,WBGene00230770,Bma-rtfo-1.2,0
Bm10510,WBGene00230771,NA,0
Bm10512a,WBGene00230773,NA,0
Bm10512b,WBGene00230773,NA,0
Bm10513,WBGene00230774,NA,insdc=CDP98444.1
Bm10514,WBGene00230775,NA,1
Bm10515,WBGene00230776,NA,0
Bm10516,WBGene00230777,NA,1
Bm10517,WBGene00230778,NA,1
Bm10518,WBGene00230779,NA,1
Bm10519,WBGene00230780,NA,1
Bm1051a,WBGene00221312,NA,0
Bm1051b,WBGene00221312,NA,0
Bm1051c,WBGene00221312,NA,0
Bm10520,WBGene00230781,Bma-hex-2,1
Bm10521,WBGene00230782,NA,1
Bm10523,WBGene00230784,NA,insdc=CDP98502.1
Bm10524,WBGene00230785,NA,0
Bm10525a,WBGene00230786,NA,0
Bm10525b,WBGene00230786,NA,0
Bm10526,WBGene00230787,NA,0
Bm10527,WBGene00230788,NA,insdc=CRZ25223.1
Bm10528,WBGene00230789,Bma-ssna-1,0
Bm10529a,WBGene00230790,NA,1
Bm10529b,WBGene00230790,NA,insdc=CDP98532.2
Bm10530,WBGene00230791,NA,0
Bm10531a,WBGene00230792,NA,1
Bm10531b,WBGene00230792,NA,1
Bm10532,WBGene00230793,NA,0
Bm10533,WBGene00230794,NA,0
Bm10534,WBGene00230795,NA,0
Bm10535,WBGene00230796,Bma-dnj-22,in
Bm10536a,WBGene00230797,NA,2
Bm10536b,WBGene00230797,NA,1
Bm10537,WBGene00230798,NA,insdc=CRZ
Bm10540a,WBGene00230801,NA,4
Bm10540b,WBGene00230801,NA,4
Bm10542a,WBGene00230803,NA,2
Bm10542b,WBGene00230803,NA,1
Bm10544a,WBGene00230805,Bma-unc-34,0
Bm10544b,WBGene00230805,Bma-unc-34,0
Bm10544c,WBGene00230805,Bma-unc-34,0
Bm10546a,WBGene00230807,NA,1
Bm10546b,WBGene00230807,NA,1
Bm10547,WBGene00230808,Bma-lmtr-3,in
Bm10548a,WBGene00230809,NA,0
Bm10548b,WBGene00230809,NA,0
Bm10549,WBGene00230810,NA,insdc=CRZ25236.1
Bm10550,WBGene00230811,NA,insdc=CRZ25237.1
Bm10555a,WBGene00230816,NA,1
Bm10555b,WBGene00230816,NA,1
Bm10556a,WBGene00230817,NA,0
Bm10556b,WBGene00230817,NA,0
Bm10557,WBGene00230818,NA,1
Bm10558,WBGene00230819,NA,insdc=CDP98674.1
Bm10559,WBGene00230820,NA,1
Bm1056,WBGene00221317,NA,insdc=CTP8
Bm10560a,WBGene00230821,NA,0
Bm10560b,WBGene00230821,NA,0
Bm10561a,WBGene00230822,Bma-tbcb-1,0
Bm10561b,WBGene00230822,Bma-tbcb-1,0
Bm10562,WBGene00230823,Bma-pcm-1.1,0
Bm10563,WBGene00230824,NA,3
Bm10564,WBGene00230825,NA,0
Bm10565,WBGene00230826,NA,0
Bm10566a,WBGene00230827,NA,0
Bm10566b,WBGene00230827,NA,0
Bm10567,WBGene00230828,NA,0
Bm10568,WBGene00230829,Bma-tsen-2,0
Bm10569,WBGene00230830,NA,1
Bm10570,WBGene00230831,NA,0
Bm10571,WBGene00230832,NA,insdc=CDP98746.1
Bm10573a,WBGene00230834,NA,2
Bm10573b,WBGene00230834,NA,2
Bm10574,WBGene00230835,NA,0
Bm10575,WBGene00230836,NA,insdc=CDP98756.1
Bm10576a,WBGene00230837,NA,0
Bm10576b,WBGene00230837,NA,0
Bm10577,WBGene00230838,NA,0
Bm10578a,WBGene00230839,Bma-rde-12.2,0
Bm10578b,WBGene00230839,Bma-rde-12.2,0
Bm10579,WBGene00230840,NA,2
Bm1058,WBGene00221319,NA,0
Bm10580a,WBGene00230841,NA,0
Bm10580b,WBGene00230841,NA,0
Bm10580c,WBGene00230841,NA,0
Bm10580d,WBGene00230841,NA,0
Bm10580e,WBGene00230841,NA,0
Bm10581a,WBGene00230842,NA,1
Bm10581b,WBGene00230842,NA,1
Bm10582,WBGene00230843,NA,insdc=CDQ
Bm10583,WBGene00230844,Bma-cpg-4.3,0
Bm10584,WBGene00230845,NA,0
Bm10586,WBGene00230847,NA,insdc=CDP98794.1
Bm10587,WBGene00230848,NA,insdc=CDP98795.1
Bm10589,WBGene00230850,Bma-prom-1.1,2
Bm10591a,WBGene00230852,NA,1
Bm10591b,WBGene00230852,NA,1
Bm10591c,WBGene00230852,NA,0
Bm10591d,WBGene00230852,NA,0
Bm10593,WBGene00230854,NA,0
Bm10594a,WBGene00230855,NA,0
Bm10594b,WBGene00230855,NA,insdc=CD
Bm10596a,WBGene00230857,NA,1
Bm10596b,WBGene00230857,NA,0
Bm10597a,WBGene00230858,Bma-hsp-17.2,0
Bm10597b,WBGene00230858,Bma-hsp-17.2,0
Bm10598a,WBGene00230859,NA,0
Bm10598b,WBGene00230859,NA,1
Bm10599a,WBGene00230860,NA,0
Bm10599b,WBGene00230860,NA,0
Bm10601a,WBGene00230862,NA,0
Bm10601b,WBGene00230862,NA,0
Bm10601c,WBGene00230862,NA,0
Bm10601d,WBGene00230862,NA,0
Bm10602,WBGene00230863,NA,0
Bm10604,WBGene00230865,NA,insdc=CTP81492.1
Bm10605,WBGene00230866,NA,0
Bm10606,WBGene00230867,NA,insdc=CTP81494.1
Bm10607,WBGene00230868,NA,0
Bm10608,WBGene00230869,NA,0
Bm10609,WBGene00230870,NA,0
Bm1061,WBGene00221322,NA,insdc=CDQ03089.2
Bm10610,WBGene00230871,NA,0
Bm10611,WBGene00230872,Bma-adal-1.2,0
Bm10612,WBGene00230873,NA,0
Bm10613a,WBGene00230874,NA,0
Bm10613b,WBGene00230874,NA,0
Bm10615,WBGene00230876,NA,0
Bm10616,WBGene00230877,NA,0
Bm10620,WBGene00230881,NA,insdc=CDP
Bm10621,WBGene00230882,NA,1
Bm10623,WBGene00230884,NA,0
Bm10625,WBGene00230886,NA,3
Bm10626,WBGene00230887,NA,0
Bm10627,WBGene00230888,NA,0
Bm10628,WBGene00230889,Bma-zfp-2,0
Bm1062a,WBGene00221323,NA,0
Bm1062b,WBGene00221323,NA,0
Bm1063,WBGene00221324,NA,1
Bm10630,WBGene00230891,Bma-tre-3.2,0
Bm10631,WBGene00230892,NA,1
Bm10632,WBGene00230893,NA,7
Bm10633,WBGene00230894,NA,0
Bm10634a,WBGene00230895,NA,0
Bm10634b,WBGene00230895,NA,0
Bm10635,WBGene00230896,NA,0
Bm10636,WBGene00230897,Bma-tres-1,0
Bm10638,WBGene00230899,NA,1
Bm10639,WBGene00230900,NA,insdc=CDQ
Bm1064,WBGene00221325,NA,insdc=CDP9
Bm10640a,WBGene00230901,NA,1
Bm10640b,WBGene00230901,NA,1
Bm10644,WBGene00230905,NA,0
Bm10645,WBGene00230906,NA,0
Bm10646,WBGene00230907,Bma-fog-3.4,0
Bm10647,WBGene00230908,NA,1
Bm10649,WBGene00230910,Bma-fog-3.3,0
Bm10650,WBGene00230911,NA,1
Bm10651,WBGene00230912,NA,0
Bm10652,WBGene00230913,NA,1
Bm10653,WBGene00230914,NA,2
Bm10655,WBGene00230916,Bma-nex-3,0
Bm10657,WBGene00230918,NA,0
