Bm_v4_Chr3_scaffold_001,376172,378188,+,WBGene00234322,Bm14061.1
Bm_v4_Chr3_scaffold_001,382473,396192,-,WBGene00225299,Bm5038.1
Bm_v4_Chr3_scaffold_001,401267,403230,-,WBGene00225298,Bm5037a.1
Bm_v4_Chr3_scaffold_001,401326,403230,-,WBGene00225298,Bm5037b.1
Bm_v4_Chr3_scaffold_001,405315,409661,+,WBGene00233043,Bm12782.1
Bm_v4_Chr3_scaffold_001,410282,414023,-,WBGene00224055,Bm3794.1
Bm_v4_Chr3_scaffold_001,417226,422911,+,WBGene00224891,Bm4630.1
Bm_v4_Chr3_scaffold_001,426347,441887,+,WBGene00224892,Bm4631a.1
Bm_v4_Chr3_scaffold_001,427647,441887,+,WBGene00224892,Bm4631b.1
Bm_v4_Chr3_scaffold_001,443905,448917,+,WBGene00223651,Bm3390.1
Bm_v4_Chr3_scaffold_001,495758,498705,+,WBGene00234614,Bm14353.1
Bm_v4_Chr3_scaffold_001,517358,528284,+,WBGene00223649,Bm3388.1
Bm_v4_Chr3_scaffold_001,536891,543045,+,WBGene00227514,Bm7253.1
Bm_v4_Chr3_scaffold_001,551795,557402,+,WBGene00233045,Bm12784.1
Bm_v4_Chr3_scaffold_001,563357,564952,-,WBGene00255599,Bm16945.1
Bm_v4_Chr3_scaffold_001,564063,564169,+,WBGene00255618,Bm16963
Bm_v4_Chr3_scaffold_001,564086,564107,+,WBGene00255618,Bm16963a
Bm_v4_Chr3_scaffold_001,567846,573244,-,WBGene00233046,Bm12785.1
Bm_v4_Chr3_scaffold_001,574745,580458,+,WBGene00226180,Bm5919a.1
Bm_v4_Chr3_scaffold_001,574774,580354,+,WBGene00226180,Bm5919b.1
Bm_v4_Chr3_scaffold_001,580514,581460,-,WBGene00224482,Bm4221.1
Bm_v4_Chr3_scaffold_001,582319,586306,-,WBGene00269241,Bm18101.1
Bm_v4_Chr3_scaffold_001,587347,592782,+,WBGene00226791,Bm6530.1
Bm_v4_Chr3_scaffold_001,594395,598464,+,WBGene00223250,Bm2989.1
Bm_v4_Chr3_scaffold_001,609219,615129,-,WBGene00233047,Bm12786.1
Bm_v4_Chr3_scaffold_001,617827,620943,+,WBGene00222104,Bm1843a.1
Bm_v4_Chr3_scaffold_001,619154,620943,+,WBGene00222104,Bm1843b.1
Bm_v4_Chr3_scaffold_001,621288,621960,-,WBGene00222492,Bm2231.1
Bm_v4_Chr3_scaffold_001,623430,624620,-,WBGene00224334,Bm4073.1
Bm_v4_Chr3_scaffold_001,625543,629273,-,WBGene00225485,Bm5224.1
Bm_v4_Chr3_scaffold_001,630474,631882,+,WBGene00223853,Bm3592a.1
Bm_v4_Chr3_scaffold_001,631157,631882,+,WBGene00223853,Bm3592b.1
Bm_v4_Chr3_scaffold_001,637497,640347,+,WBGene00233048,Bm12787.1
Bm_v4_Chr3_scaffold_001,643507,645306,-,WBGene00221872,Bm1611a.1
Bm_v4_Chr3_scaffold_001,643507,645161,-,WBGene00221872,Bm1611b.1
Bm_v4_Chr3_scaffold_001,649649,650253,+,WBGene00233049,Bm12788.1
Bm_v4_Chr3_scaffold_001,654646,658017,+,WBGene00233050,Bm12789.1
Bm_v4_Chr3_scaffold_001,660400,666658,+,WBGene00233052,Bm12791.1
Bm_v4_Chr3_scaffold_001,668910,669906,+,WBGene00233053,Bm12792.1
Bm_v4_Chr3_scaffold_001,678943,685593,-,WBGene00224390,Bm4129.1
Bm_v4_Chr3_scaffold_001,691325,691383,+,WBGene00236617,Bm16720
Bm_v4_Chr3_scaffold_001,703305,704622,-,WBGene00233867,Bm13606.1
Bm_v4_Chr3_scaffold_001,723258,743410,+,WBGene00225067,Bm4806.1
Bm_v4_Chr3_scaffold_001,733752,733783,+,WBGene00236717,Bm16820
Bm_v4_Chr3_scaffold_001,746025,748057,+,WBGene00226127,Bm5866.1
Bm_v4_Chr3_scaffold_001,753055,754752,+,WBGene00228930,Bm8669.1
Bm_v4_Chr3_scaffold_001,757498,758957,+,WBGene00228931,Bm8670.1
Bm_v4_Chr3_scaffold_001,759719,761621,-,WBGene00233931,Bm13670a.1
Bm_v4_Chr3_scaffold_001,759719,761168,-,WBGene00233931,Bm13670b.1
Bm_v4_Chr3_scaffold_001,760138,761618,-,WBGene00233931,Bm13670c.1
Bm_v4_Chr3_scaffold_001,762614,763688,+,WBGene00222969,Bm2708.1
Bm_v4_Chr3_scaffold_001,764295,776341,+,WBGene00227464,Bm7203a.1
Bm_v4_Chr3_scaffold_001,764384,776341,+,WBGene00227464,Bm7203b.1
Bm_v4_Chr3_scaffold_001,781246,786176,+,WBGene00228932,Bm8671.1
Bm_v4_Chr3_scaffold_001,788944,789301,-,WBGene00233846,Bm13585.1
Bm_v4_Chr3_scaffold_001,789899,794298,-,WBGene00226982,Bm6721.1
Bm_v4_Chr3_scaffold_001,797760,808421,-,WBGene00227310,Bm7049.1
Bm_v4_Chr3_scaffold_001,809609,815351,-,WBGene00227466,Bm7205.1
Bm_v4_Chr3_scaffold_001,832493,832584,+,WBGene00236674,Bm16777
Bm_v4_Chr3_scaffold_001,836188,842482,+,WBGene00225404,Bm5143.1
Bm_v4_Chr3_scaffold_001,858939,863086,+,WBGene00229847,Bm9586.1
Bm_v4_Chr3_scaffold_001,864426,871549,+,WBGene00227125,Bm6864.1
Bm_v4_Chr3_scaffold_001,873856,877303,-,WBGene00225937,Bm5676.1
Bm_v4_Chr3_scaffold_001,888307,895141,+,WBGene00226246,Bm5985a.1
Bm_v4_Chr3_scaffold_001,889362,895141,+,WBGene00226246,Bm5985b.1
Bm_v4_Chr3_scaffold_001,895954,898324,-,WBGene00226247,Bm5986.1
Bm_v4_Chr3_scaffold_001,899728,901189,+,WBGene00224501,Bm4240.1
Bm_v4_Chr3_scaffold_001,907202,911025,-,WBGene00229848,Bm9587.1
Bm_v4_Chr3_scaffold_001,913851,926179,-,WBGene00224760,Bm4499.1
Bm_v4_Chr3_scaffold_001,926737,929474,-,WBGene00227027,Bm6766.1
Bm_v4_Chr3_scaffold_001,930197,933049,-,WBGene00229849,Bm9588.1
Bm_v4_Chr3_scaffold_001,933446,936028,+,WBGene00229850,Bm9589.1
Bm_v4_Chr3_scaffold_001,937166,939204,+,WBGene00227702,Bm7441.1
Bm_v4_Chr3_scaffold_001,940008,942440,-,WBGene00225356,Bm5095.1
Bm_v4_Chr3_scaffold_001,942645,943992,+,WBGene00226272,Bm6011.1
Bm_v4_Chr3_scaffold_001,945857,950424,-,WBGene00224122,Bm3861.1
Bm_v4_Chr3_scaffold_001,965565,972658,+,WBGene00227613,Bm7352.1
Bm_v4_Chr3_scaffold_001,980744,993754,+,WBGene00230461,Bm10200.1
Bm_v4_Chr3_scaffold_001,997258,1000087,-,WBGene00225070,Bm4809.1
Bm_v4_Chr3_scaffold_001,1002402,1007217,-,WBGene00230460,Bm10199.1
Bm_v4_Chr3_scaffold_001,1011452,1012284,+,WBGene00221644,Bm1383.1
Bm_v4_Chr3_scaffold_001,1015201,1020085,-,WBGene00234006,Bm13745.1
Bm_v4_Chr3_scaffold_001,1029933,1030055,+,WBGene00230459,Bm10198.1
Bm_v4_Chr3_scaffold_001,1041798,1048987,+,WBGene00226161,Bm5900.1
Bm_v4_Chr3_scaffold_001,1054160,1055368,+,WBGene00268737,Bm17594a.1
Bm_v4_Chr3_scaffold_001,1054160,1054537,+,WBGene00268737,Bm17594b.1
Bm_v4_Chr3_scaffold_001,1058404,1123873,+,WBGene00222353,Bm2092a.1
Bm_v4_Chr3_scaffold_001,1058404,1123873,+,WBGene00222353,Bm2092b.1
Bm_v4_Chr3_scaffold_001,1113211,1123873,+,WBGene00222353,Bm2092c.1
Bm_v4_Chr3_scaffold_001,1130014,1136314,+,WBGene00222658,Bm2397.1
Bm_v4_Chr3_scaffold_001,1132762,1132833,-,WBGene00234866,Bm14605
Bm_v4_Chr3_scaffold_001,1138444,1143518,+,WBGene00230452,Bm10191.1
Bm_v4_Chr3_scaffold_001,1144446,1144919,-,WBGene00230451,Bm10190.1
Bm_v4_Chr3_scaffold_001,1147454,1168603,-,WBGene00227506,Bm7245.1
Bm_v4_Chr3_scaffold_001,1159714,1159881,+,WBGene00235441,Bm15544
Bm_v4_Chr3_scaffold_001,1183910,1190297,-,WBGene00227407,Bm7146.1
Bm_v4_Chr3_scaffold_001,1199781,1199999,+,WBGene00221643,Bm1382.1
Bm_v4_Chr3_scaffold_001,1200153,1201938,+,WBGene00226354,Bm6093a.1
Bm_v4_Chr3_scaffold_001,1200153,1201874,+,WBGene00226354,Bm6093b.1
Bm_v4_Chr3_scaffold_001,1202242,1210510,+,WBGene00226854,Bm6593.1
Bm_v4_Chr3_scaffold_001,1212605,1214324,+,WBGene00230450,Bm10189.1
Bm_v4_Chr3_scaffold_001,1227475,1241811,+,WBGene00223437,Bm3176.1
Bm_v4_Chr3_scaffold_001,1248666,1264801,+,WBGene00234028,Bm13767.1
Bm_v4_Chr3_scaffold_001,1265096,1267575,+,WBGene00232384,Bm12123.1
Bm_v4_Chr3_scaffold_001,1268778,1280437,-,WBGene00231666,Bm11405.1
Bm_v4_Chr3_scaffold_001,1282573,1282659,-,WBGene00236664,Bm16767
Bm_v4_Chr3_scaffold_001,1282598,1290860,+,WBGene00223197,Bm2936.1
Bm_v4_Chr3_scaffold_001,1292802,1293932,-,WBGene00223198,Bm2937a.1
Bm_v4_Chr3_scaffold_001,1292802,1293932,-,WBGene00223198,Bm2937b.1
Bm_v4_Chr3_scaffold_001,1294211,1296626,+,WBGene00223199,Bm2938.1
Bm_v4_Chr3_scaffold_001,1297824,1300438,-,WBGene00234273,Bm14012.1
Bm_v4_Chr3_scaffold_001,1310736,1314251,+,WBGene00224392,Bm4131a.1
Bm_v4_Chr3_scaffold_001,1310585,1314306,+,WBGene00224392,Bm4131b.1
Bm_v4_Chr3_scaffold_001,1313807,1314251,+,WBGene00224392,Bm4131c.1
Bm_v4_Chr3_scaffold_001,1311554,1311925,-,WBGene00268738,Bm17595.1
Bm_v4_Chr3_scaffold_001,1326665,1327938,+,WBGene00228342,Bm8081.1
Bm_v4_Chr3_scaffold_001,1338457,1358706,+,WBGene00225710,Bm5449.1
Bm_v4_Chr3_scaffold_001,1365358,1368567,-,WBGene00229846,Bm9585a.1
Bm_v4_Chr3_scaffold_001,1365358,1368567,-,WBGene00229846,Bm9585b.1
Bm_v4_Chr3_scaffold_001,1367337,1368567,-,WBGene00229846,Bm9585c.1
Bm_v4_Chr3_scaffold_001,1370146,1370686,+,WBGene00229845,Bm9584a.1
Bm_v4_Chr3_scaffold_001,1369713,1370652,+,WBGene00229845,Bm9584b.1
Bm_v4_Chr3_scaffold_001,1370146,1370686,+,WBGene00229845,Bm9584b.2
Bm_v4_Chr3_scaffold_001,1371476,1372028,+,WBGene00233688,Bm13427.1
Bm_v4_Chr3_scaffold_001,1376574,1385579,+,WBGene00221971,Bm1710a.1
Bm_v4_Chr3_scaffold_001,1376574,1385579,+,WBGene00221971,Bm1710b.1
Bm_v4_Chr3_scaffold_001,1379323,1385579,+,WBGene00221971,Bm1710c.1
Bm_v4_Chr3_scaffold_001,1379323,1385579,+,WBGene00221971,Bm1710d.1
Bm_v4_Chr3_scaffold_001,1389126,1398475,+,WBGene00228559,Bm8298.1
Bm_v4_Chr3_scaffold_001,1399243,1400037,-,WBGene00224191,Bm3930.1
Bm_v4_Chr3_scaffold_001,1400918,1401283,-,WBGene00224194,Bm3933.1
Bm_v4_Chr3_scaffold_001,1402186,1404938,-,WBGene00224195,Bm3934.1
Bm_v4_Chr3_scaffold_001,1406312,1407221,+,WBGene00227440,Bm7179.1
Bm_v4_Chr3_scaffold_001,1408611,1409412,-,WBGene00227439,Bm7178.1
Bm_v4_Chr3_scaffold_001,1410869,1411521,-,WBGene00226655,Bm6394.1
Bm_v4_Chr3_scaffold_001,1410937,1411521,-,WBGene00226655,Bm6394.2
Bm_v4_Chr3_scaffold_001,1412143,1413543,-,WBGene00235013,Bm14678.1
Bm_v4_Chr3_scaffold_001,1414164,1416670,-,WBGene00222336,Bm2075a.1
Bm_v4_Chr3_scaffold_001,1414164,1416670,-,WBGene00222336,Bm2075b.1
Bm_v4_Chr3_scaffold_001,1414176,1415930,-,WBGene00222336,Bm2075c.1
Bm_v4_Chr3_scaffold_001,1416756,1417705,-,WBGene00235014,Bm14679.1
Bm_v4_Chr3_scaffold_001,1416756,1417705,-,WBGene00235014,Bm14679.2
Bm_v4_Chr3_scaffold_001,1419594,1421148,-,WBGene00228779,Bm8518.1
Bm_v4_Chr3_scaffold_001,1422503,1424140,+,WBGene00223624,Bm3363a.1
Bm_v4_Chr3_scaffold_001,1422503,1424140,+,WBGene00223624,Bm3363b.1
Bm_v4_Chr3_scaffold_001,1422679,1424140,+,WBGene00223624,Bm3363c.1
Bm_v4_Chr3_scaffold_001,1422679,1424140,+,WBGene00223624,Bm3363d.1
Bm_v4_Chr3_scaffold_001,1425938,1436354,-,WBGene00227372,Bm7111.1
Bm_v4_Chr3_scaffold_001,1438100,1440662,+,WBGene00221967,Bm1706a.1
Bm_v4_Chr3_scaffold_001,1438941,1440662,+,WBGene00221967,Bm1706b.1
Bm_v4_Chr3_scaffold_001,1441393,1443572,-,WBGene00227581,Bm7320a.1
Bm_v4_Chr3_scaffold_001,1441393,1443547,-,WBGene00227581,Bm7320b.1
Bm_v4_Chr3_scaffold_001,1443980,1444708,-,WBGene00268739,Bm17596.1
Bm_v4_Chr3_scaffold_001,1445217,1449908,+,WBGene00232400,Bm12139a.1
Bm_v4_Chr3_scaffold_001,1445182,1448510,+,WBGene00232400,Bm12139b.1
Bm_v4_Chr3_scaffold_001,1451745,1452793,+,WBGene00233654,Bm13393.1
Bm_v4_Chr3_scaffold_001,1454801,1463196,+,WBGene00232401,Bm12140.1
Bm_v4_Chr3_scaffold_001,1454834,1463196,+,WBGene00232401,Bm12140.2
Bm_v4_Chr3_scaffold_001,1464458,1468693,-,WBGene00227861,Bm7600a.1
Bm_v4_Chr3_scaffold_001,1464486,1468693,-,WBGene00227861,Bm7600b.1
Bm_v4_Chr3_scaffold_001,1480728,1491854,-,WBGene00268740,Bm17597.1
Bm_v4_Chr3_scaffold_001,1492306,1543847,-,WBGene00231627,Bm11366a.1
Bm_v4_Chr3_scaffold_001,1492306,1542502,-,WBGene00231627,Bm11366b.1
Bm_v4_Chr3_scaffold_001,1550806,1553963,-,WBGene00226875,Bm6614.1
Bm_v4_Chr3_scaffold_001,1555425,1558724,-,WBGene00227221,Bm6960.1
Bm_v4_Chr3_scaffold_001,1562473,1569144,+,WBGene00224134,Bm3873.1
Bm_v4_Chr3_scaffold_001,1570054,1575871,-,WBGene00227284,Bm7023.1
Bm_v4_Chr3_scaffold_001,1582812,1601068,-,WBGene00223838,Bm3577.1
Bm_v4_Chr3_scaffold_001,1582812,1601068,-,WBGene00223838,Bm3577.2
Bm_v4_Chr3_scaffold_001,1595254,1599989,+,WBGene00223839,Bm3578a.1
Bm_v4_Chr3_scaffold_001,1595306,1599989,+,WBGene00223839,Bm3578b.1
Bm_v4_Chr3_scaffold_001,1600410,1600981,-,WBGene00229936,Bm9675.1
Bm_v4_Chr3_scaffold_001,1604970,1609111,-,WBGene00229937,Bm9676.1
Bm_v4_Chr3_scaffold_001,1609768,1609887,-,WBGene00229938,Bm9677.1
Bm_v4_Chr3_scaffold_001,1611627,1617418,-,WBGene00229940,Bm9679.1
Bm_v4_Chr3_scaffold_001,1630563,1632180,-,WBGene00234123,Bm13862.1
Bm_v4_Chr3_scaffold_001,1633129,1638394,+,WBGene00222684,Bm2423.1
Bm_v4_Chr3_scaffold_001,1639100,1639987,+,WBGene00223131,Bm2870.1
Bm_v4_Chr3_scaffold_001,1643351,1648047,+,WBGene00229941,Bm9680.1
Bm_v4_Chr3_scaffold_001,1651454,1654870,+,WBGene00224786,Bm4525.1
Bm_v4_Chr3_scaffold_001,1655930,1658846,+,WBGene00268741,Bm17598.1
Bm_v4_Chr3_scaffold_001,1674480,1683096,+,WBGene00229134,Bm8873.1
Bm_v4_Chr3_scaffold_001,1684676,1689423,-,WBGene00222655,Bm2394.1
Bm_v4_Chr3_scaffold_001,1691400,1696642,-,WBGene00223880,Bm3619.1
Bm_v4_Chr3_scaffold_001,1698212,1699893,+,WBGene00229133,Bm8872.1
Bm_v4_Chr3_scaffold_001,1704460,1710910,+,WBGene00269357,Bm18208.1
Bm_v4_Chr3_scaffold_001,1713188,1718489,+,WBGene00224649,Bm4388.1
Bm_v4_Chr3_scaffold_001,1722771,1722889,+,WBGene00235452,Bm15555
Bm_v4_Chr3_scaffold_001,1723764,1725194,+,WBGene00229132,Bm8871.1
Bm_v4_Chr3_scaffold_001,1730553,1731545,+,WBGene00268742,Bm17599.1
Bm_v4_Chr3_scaffold_001,1732410,1738107,-,WBGene00222756,Bm2495.1
Bm_v4_Chr3_scaffold_001,1739181,1740991,-,WBGene00226938,Bm6677a.1
Bm_v4_Chr3_scaffold_001,1739181,1740991,-,WBGene00226938,Bm6677b.1
Bm_v4_Chr3_scaffold_001,1741512,1742090,+,WBGene00233911,Bm13650.1
Bm_v4_Chr3_scaffold_001,1743114,1745663,-,WBGene00224540,Bm4279c.1
Bm_v4_Chr3_scaffold_001,1743042,1745669,-,WBGene00224540,Bm4279d.1
Bm_v4_Chr3_scaffold_001,1747079,1758088,+,WBGene00268743,Bm17600.1
Bm_v4_Chr3_scaffold_001,1758320,1760005,+,WBGene00224847,Bm4586.1
Bm_v4_Chr3_scaffold_001,1760675,1761665,+,WBGene00225183,Bm4922.1
Bm_v4_Chr3_scaffold_001,1763358,1766089,+,WBGene00225182,Bm4921a.1
Bm_v4_Chr3_scaffold_001,1763699,1765846,+,WBGene00225182,Bm4921b.1
Bm_v4_Chr3_scaffold_001,1766104,1767985,-,WBGene00225972,Bm5711.1
Bm_v4_Chr3_scaffold_001,1771980,1776858,-,WBGene00227780,Bm7519.1
Bm_v4_Chr3_scaffold_001,1778324,1779485,-,WBGene00232628,Bm12367.1
Bm_v4_Chr3_scaffold_001,1782509,1795312,-,WBGene00229131,Bm8870.1
Bm_v4_Chr3_scaffold_001,1810117,1814608,+,WBGene00225921,Bm5660.1
Bm_v4_Chr3_scaffold_001,1815493,1818703,-,WBGene00229130,Bm8869.1
Bm_v4_Chr3_scaffold_001,1821780,1827478,-,WBGene00227601,Bm7340.1
Bm_v4_Chr3_scaffold_001,1830219,1850150,-,WBGene00226578,Bm6317a.1
Bm_v4_Chr3_scaffold_001,1830219,1845095,-,WBGene00226578,Bm6317b.1
Bm_v4_Chr3_scaffold_001,1857852,1859230,-,WBGene00224688,Bm4427.1
Bm_v4_Chr3_scaffold_001,1867756,1876222,-,WBGene00221824,Bm1563a.1
Bm_v4_Chr3_scaffold_001,1867998,1876222,-,WBGene00221824,Bm1563b.1
Bm_v4_Chr3_scaffold_001,1892475,1896465,-,WBGene00229007,Bm8746.1
Bm_v4_Chr3_scaffold_001,1897791,1898736,+,WBGene00221959,Bm1698.1
Bm_v4_Chr3_scaffold_001,1899032,1907315,-,WBGene00224893,Bm4632a.1
Bm_v4_Chr3_scaffold_001,1900696,1908712,-,WBGene00224893,Bm4632b.1
Bm_v4_Chr3_scaffold_001,1899032,1901790,-,WBGene00224893,Bm4632c.1
Bm_v4_Chr3_scaffold_001,1899032,1901466,-,WBGene00224893,Bm4632d.1
Bm_v4_Chr3_scaffold_001,1899032,1902418,-,WBGene00224893,Bm4632e.1
Bm_v4_Chr3_scaffold_001,1910020,1911771,-,WBGene00234310,Bm14049.1
Bm_v4_Chr3_scaffold_001,1917131,1921473,-,WBGene00224243,Bm3982.1
Bm_v4_Chr3_scaffold_001,1928986,1933284,+,WBGene00231956,Bm11695.1
Bm_v4_Chr3_scaffold_001,1936895,1936994,+,WBGene00236141,Bm16244
Bm_v4_Chr3_scaffold_001,1946649,1956633,+,WBGene00226128,Bm5867.1
Bm_v4_Chr3_scaffold_001,1959750,1963946,-,WBGene00223943,Bm3682a.1
