"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"WBGene00220975",12589.183561952,3.49872477017316,0.203870604497097,17.1614970132832,5.15671396431811e-66,1.1511289609931e-63,"yes"
"WBGene00227527",13591.8355326138,3.45555120467567,0.202197673614203,17.0899651954894,1.76279036967391e-65,3.85475485939917e-63,"yes"
"WBGene00223063",12057.6801863,6.61528447183651,0.387816985027555,17.057748183377,3.06130357710415e-65,6.43173878993549e-63,"yes"
"WBGene00229607",14769.2313590289,3.98461706619382,0.23358445839719,17.0585709919892,3.01849185447231e-65,6.43173878993549e-63,"yes"
"WBGene00222133",28508.0347749172,4.03745316709334,0.237747536065849,16.9821030909658,1.11420809645861e-64,2.29591149106808e-62,"yes"
"WBGene00229499",6038.60860527355,3.68595009181478,0.217102765714987,16.977904816992,1.19682976197813e-64,2.41962847162182e-62,"yes"
"WBGene00227898",9779.4192944619,3.68437655366245,0.218563832384956,16.8572106073486,9.2869736377799e-64,1.84277634312614e-61,"yes"
"WBGene00225743",1916.38903129137,4.75379411197806,0.285478059238222,16.6520471824112,2.92425338051184e-62,5.69697726766988e-60,"yes"
"WBGene00229773",1045.92968039569,4.22923119482545,0.254776151339954,16.5997922983862,6.99324960152651e-62,1.3380833835778e-59,"yes"
"WBGene00222996",628.218765796664,5.42477307479502,0.326934759187194,16.5928305949535,7.85303766341801e-62,1.476233308132e-59,"yes"
"WBGene00220511",19774.7624726956,6.32404496088411,0.381229030506316,16.5885713175753,8.43019338717052e-62,1.55740555419883e-59,"yes"
"WBGene00229810",64840.3321132986,3.17814557208826,0.191934508653826,16.5584896347138,1.3904068048783e-61,2.52512015496118e-59,"yes"
"WBGene00223753",2289.94446152006,3.87377146363424,0.235165514739806,16.4725319863343,5.77996734143463e-61,1.0322058343912e-58,"yes"
"WBGene00226979",11332.4542976084,4.01825910808231,0.244495743046767,16.4348837243914,1.07630941004146e-60,1.89059923419578e-58,"yes"
"WBGene00221757",3669.56421057461,4.26584315515895,0.259648776660929,16.4292827026474,1.18047017350678e-60,2.04011901760082e-58,"yes"
"WBGene00224843",2803.09840925481,5.25327613812141,0.321671958863722,16.3311597214695,5.92473201838089e-60,1.00767465995161e-57,"yes"
"WBGene00222218",3794.28993490475,3.60039728709107,0.220743894623097,16.3102915858147,8.33937085856047e-60,1.39619310546055e-57,"yes"
"WBGene00221322",8067.11504806123,3.7200606898398,0.228357984697956,16.2904778423239,1.15324635394465e-59,1.90108225884876e-57,"yes"
"WBGene00220802",7220.09572419795,3.73306100474085,0.229187671000244,16.2882278459772,1.19646212264805e-59,1.94243812790513e-57,"yes"
"WBGene00228105",57444.7076602892,3.5389126483475,0.218747108559509,16.1781002347958,7.19813631496702e-59,1.15116463604286e-56,"yes"
"WBGene00223999",50079.021947301,3.05755071609601,0.189089881453223,16.1698272408742,8.23288840714789e-59,1.29728528356749e-56,"yes"
"WBGene00223060",8933.78593768594,3.25966766132341,0.2017112709774,16.1600670380418,9.64567211790629e-59,1.49787502526617e-56,"yes"
"WBGene00220745",4627.4189135493,-3.76387369141369,0.2336945164454,-16.1059563941162,2.31687809977377e-58,3.54647840558228e-56,"yes"
"WBGene00227390",8009.63444178245,4.03836756112668,0.250927112735772,16.0937872240976,2.82043983485775e-58,4.25648068035222e-56,"yes"
"WBGene00233566",4764.56254442236,3.57782389956791,0.223709170502002,15.9931928205683,1.42534713277228e-57,2.12119368439653e-55,"yes"
"WBGene00224377",94681.7743225899,3.23675789359584,0.203383669623183,15.9145417112038,5.02334810737438e-57,7.37331163979678e-55,"yes"
"WBGene00222058",217861.704634879,3.59977181218664,0.226729141776127,15.8769701326752,9.14923786361977e-57,1.32478491498224e-54,"yes"
"WBGene00220740",12304.973435288,3.11675440407669,0.197062092408221,15.8161032697259,2.40951502085529e-56,3.44239379312859e-54,"yes"
"WBGene00220713",10477.5328189156,3.25536017005179,0.206085047611464,15.7961977726263,3.30456299940733e-56,4.65899901824336e-54,"yes"
"WBGene00223657",5634.04791722873,3.47306185652419,0.220175590479343,15.7740549211791,4.69371169319437e-56,6.5315741289062e-54,"yes"
"WBGene00230224",2257.9327959978,3.53924544085489,0.224491191363604,15.7656316907439,5.36333843183367e-56,7.36771426885868e-54,"yes"
"WBGene00225693",1458.40159945506,3.74270620066927,0.239608870410352,15.6200652933239,5.31511759225882e-55,7.20904873431054e-53,"yes"
"WBGene00268912",915.156853225731,5.72601464100706,0.368176897951338,15.5523463662944,1.53381934430434e-54,2.05435928427762e-52,"yes"
"WBGene00225737",16131.9319523922,3.28552236629537,0.211933057969725,15.5026421916902,3.32915075066413e-54,4.40393213498347e-52,"yes"
"WBGene00223028",7416.14146054125,3.80008042195769,0.245943799363343,15.4510112952418,7.42689897614064e-54,9.70478323528622e-52,"yes"
"WBGene00222027",18865.2572327231,3.37828065443096,0.218717328756457,15.4458756132336,8.04279299436364e-54,1.03829550523622e-51,"yes"
"WBGene00229061",3014.4256186413,3.37757144602463,0.219880848121957,15.3609169460328,2.993111214316e-53,3.81799841207094e-51,"yes"
"WBGene00225496",34733.8142942137,3.60701814437903,0.235321451097357,15.3280464979232,4.96700838015642e-53,6.26135232863248e-51,"yes"
"WBGene00234347",35282.0799952088,3.08030491806341,0.202177028232605,15.2356820405902,2.0497690290682e-52,2.55386920307742e-50,"yes"
"WBGene00221723",50415.3136337937,3.15386872800417,0.20718992688532,15.2221141993541,2.52245792896772e-52,3.10668238033209e-50,"yes"
"WBGene00233217",55880.875096223,3.55965290014809,0.234947609014168,15.1508368826747,7.48079190719416e-52,9.10871423699834e-50,"yes"
"WBGene00222423",3108.83405403644,-4.84137390518022,0.319758410479927,-15.1407242046074,8.72476078191177e-52,1.05040237953016e-49,"yes"
"WBGene00223893",3127.15860309669,3.50850323387274,0.231924551846903,15.1277784345521,1.06221099383329e-51,1.26462119988041e-49,"yes"
"WBGene00229703",8585.4299689469,3.25758405428457,0.215851062443251,15.0918138526236,1.83332248991135e-51,2.15868686586815e-49,"yes"
"WBGene00222121",131669.431515664,3.05317924704255,0.202480507694458,15.0788798477816,2.23020576383235e-51,2.59746247385474e-49,"yes"
"WBGene00222213",6793.4141652798,3.16834315005745,0.210365807625479,15.0611127626699,2.91833301707192e-51,3.36235895461566e-49,"yes"
"WBGene00221839",4909.56201686612,3.70635480723292,0.246768430819628,15.0195662991512,5.46642000323777e-51,6.23113726964816e-49,"yes"
"WBGene00229831",6832.30099920607,4.57447163275571,0.304947528319611,15.0008483687767,7.2486853514323e-51,8.17575405690496e-49,"yes"
"WBGene00233911",75067.2934927867,3.34874254733749,0.224040813380666,14.9470201290854,1.62875998108318e-50,1.81793366638607e-48,"yes"
"WBGene00229500",158527.844481006,2.84622010091678,0.190832395960477,14.9147637464357,2.64210767418666e-50,2.91857564215568e-48,"yes"
"WBGene00227025",5333.63866529353,3.31352131625964,0.222263722488489,14.9080618247598,2.92109216389249e-50,3.19382678939878e-48,"yes"
"WBGene00268742",4012.65590804509,3.44580591518984,0.231416824209953,14.8900406310288,3.82536985514298e-50,4.14028666645021e-48,"yes"
"WBGene00230510",75387.0819074583,3.68087100596204,0.247219890495011,14.8890568578111,3.88207026347153e-50,4.15963828730974e-48,"yes"
"WBGene00224831",84527.6063612811,2.90604992283856,0.195289850198636,14.8807012749649,4.39864621470192e-50,4.66648457331991e-48,"yes"
"WBGene00230043",3419.03703551471,3.16054595157231,0.21286328312579,14.8477741447998,7.19171079580613e-50,7.55482168402575e-48,"yes"
"WBGene00220555",85297.5035540882,3.73012866736729,0.252726592957802,14.7595416204978,2.67089895445512e-49,2.77851284436764e-47,"yes"
"WBGene00268704",5608.2832376651,3.55092097214558,0.240754053337777,14.7491638164183,3.11500244923128e-49,3.20935108110703e-47,"yes"
"WBGene00234665",3979.53478288345,3.12042433829958,0.212017511992814,14.7177669852353,4.9576203454594e-49,5.05913352396166e-47,"yes"
"WBGene00224974",2272.03663772818,4.27248111145087,0.290477075186892,14.7084967331827,5.68564554370726e-49,5.74732943403993e-47,"yes"
"WBGene00225098",3099.17054488193,4.73328790496093,0.322722630933469,14.6667368547101,1.05288088668178e-48,1.05435688792479e-46,"yes"
"WBGene00222412",12463.9175586407,4.50359662852756,0.30758437873529,14.641824942623,1.51934719520348e-48,1.50738937005604e-46,"yes"
"WBGene00230480",10177.1986853192,3.08213947770712,0.210634605897806,14.6326358129513,1.73916695511854e-48,1.70964898386194e-46,"yes"
"WBGene00224725",10020.7109965722,-6.61200569759901,0.45334272950806,-14.5850043845943,3.49899506183246e-48,3.40833928068498e-46,"yes"
"WBGene00222799",13976.357802671,4.03492814276043,0.277186664420114,14.5567181278424,5.29389539007292e-48,5.11027829771454e-46,"yes"
"WBGene00227561",4238.15338745423,4.06092564726273,0.279626281606977,14.5226894407961,8.70275930139943e-48,8.32589874236562e-46,"yes"
"WBGene00226501",26440.2476548037,3.28708412248579,0.228002022965507,14.4169077086789,4.05089453250336e-47,3.84118008104191e-45,"yes"
"WBGene00224213",21489.1834611138,2.81534689583153,0.195448093930064,14.404575860632,4.84281661747036e-47,4.55182281194692e-45,"yes"
"WBGene00227358",8264.02208264934,3.04902897836218,0.212168785811378,14.3707707366192,7.8947738019553e-47,7.35586967721314e-45,"yes"
"WBGene00233198",1760.88480411579,3.56126011150155,0.248985288204962,14.3030945208697,2.09292125004505e-46,1.93324579260627e-44,"yes"
"WBGene00224604",135132.922429862,3.64296395678909,0.255329585704413,14.2676922720833,3.47901904191368e-46,3.18612726787223e-44,"yes"
"WBGene00231160",2909.30521934879,-4.17028427099262,0.292421925740198,-14.2611887273381,3.8189340858367e-46,3.46778633302884e-44,"yes"
"WBGene00229416",1878.33859607982,3.28491579700278,0.230408355985583,14.2569299752667,4.05922857273664e-46,3.65501127368681e-44,"yes"
"WBGene00224214",1767.26911435426,3.25509932134561,0.228971620094114,14.216169322677,7.27264118162214e-46,6.49386252175677e-44,"yes"
"WBGene00225877",8827.27145339775,2.8155872587381,0.198911995697809,14.1549394688875,1.74087583585106e-45,1.54161029596232e-43,"yes"
"WBGene00225635",4184.37985235588,3.72730837588675,0.263383547416578,14.1516370800166,1.8245968505641e-45,1.60250452899953e-43,"yes"
"WBGene00225047",3862.6877745249,3.70067028490461,0.26183001288661,14.1338658777336,2.34887632421661e-45,2.04619591983585e-43,"yes"
"WBGene00227911",1449.09001632131,-5.83593250170824,0.413664367387611,-14.1078926825715,3.39574355580462e-45,2.93430582261665e-43,"yes"
"WBGene00227947",724.713732026691,4.92871302313925,0.34945907810644,14.1038345601027,3.59682295360676e-45,3.08319663583171e-43,"yes"
"WBGene00225421",13828.7616128053,3.72467690102438,0.26437028936451,14.0888634270429,4.44660501351445e-45,3.7813787872863e-43,"yes"
"WBGene00230217",10841.6990187637,4.1811039681692,0.297752454264276,14.0422149617554,8.59826555847001e-45,7.25436342196899e-43,"yes"
"WBGene00231108",5444.71727453414,3.61112430094258,0.257626522520777,14.0168964965606,1.22871510503057e-44,1.0282606834245e-42,"yes"
"WBGene00269035",6072.87156665695,3.96820286531657,0.283112116894005,14.0163653497114,1.23794333328755e-44,1.0282606834245e-42,"yes"
"WBGene00224972",21596.7420632715,3.84231313052867,0.274573746063389,13.9937382419717,1.70223958374573e-44,1.40303824152581e-42,"yes"
"WBGene00268352",743.586124387105,4.10854766492263,0.293769653217614,13.9856095410889,1.908347948283e-44,1.56091208136277e-42,"yes"
"WBGene00226461",12010.0049443416,4.22196348832153,0.302546127959504,13.9547761420587,2.94224082440348e-44,2.38834169950631e-42,"yes"
"WBGene00221989",31801.2532559636,2.7866160630215,0.199931155243583,13.937878064209,3.72861591991765e-44,3.00391876555771e-42,"yes"
"WBGene00224917",3775.21557839057,3.46588358547907,0.249154776860178,13.9105644658142,5.46464708935661e-44,4.36967862406389e-42,"yes"
"WBGene00225337",9219.35931158662,2.988110893668,0.21487385185457,13.9063495529014,5.79631557332466e-44,4.60055713838324e-42,"yes"
"WBGene00230396",4250.10967514687,3.06602997023435,0.220847477125024,13.8830201284058,8.02883574544289e-44,6.32565992738386e-42,"yes"
"WBGene00224734",1788.58687004831,-6.04568503015306,0.436428945999605,-13.8526215677696,1.22652629862491e-43,9.59286809471964e-42,"yes"
"WBGene00229656",13731.6274997385,2.9378333648314,0.212089263809569,13.8518721412943,1.23939185367446e-43,9.62324906675496e-42,"yes"
"WBGene00226908",167786.125222288,2.70910511464247,0.195896460647258,13.8292703486901,1.69733424497855e-43,1.30841269316152e-41,"yes"
"WBGene00226562",1059.4564867788,-7.34615760066151,0.531455034869319,-13.8227265124469,1.85893263519892e-43,1.42274737043974e-41,"yes"
"WBGene00223709",766.829767807785,-5.42777643697344,0.392951339758307,-13.8128462427737,2.13236920746327e-43,1.6204493658134e-41,"yes"
"WBGene00226904",6127.14175048566,-5.80799425214745,0.421098183881591,-13.7924941841606,2.82810204883177e-43,2.1340220741713e-41,"yes"
"WBGene00227735",6645.14528062694,3.29130873080274,0.238667750567844,13.7903370814531,2.9139517178568e-43,2.18342605991857e-41,"yes"
"WBGene00234034",4006.51141987427,3.16838670509151,0.229927344003208,13.7799473952402,3.36517307901815e-43,2.50401594039441e-41,"yes"
"WBGene00228010",7867.96691796333,5.84574607694845,0.424258887914167,13.7787238958943,3.42268826857929e-43,2.5292486067467e-41,"yes"
"WBGene00221291",23707.3558402631,2.72288856054482,0.197655251866063,13.7759484498288,3.55680944814909e-43,2.61035707102174e-41,"yes"
"WBGene00228202",73784.6813323618,4.99218844321044,0.363066038537091,13.7500837680262,5.08705920353321e-43,3.70801628339172e-41,"yes"
"WBGene00233137",19211.9417833915,2.78514625610262,0.202824911630514,13.7317760116978,6.55077982123543e-43,4.74267606652281e-41,"yes"
"WBGene00268716",3538.28083836144,3.49166397660915,0.25434899697566,13.7278464555663,6.91587442353292e-43,4.97339560054733e-41,"yes"
"WBGene00224169",11009.8900532631,3.13043928006833,0.228526499602059,13.6983644589116,1.03836948602558e-42,7.41741936184276e-41,"yes"
"WBGene00225831",49365.474673105,3.14593712765588,0.229911620777233,13.6832454010841,1.27856274777332e-42,9.07271512741137e-41,"yes"
"WBGene00304236",5224.67789377001,2.74413396379063,0.201006585598652,13.651960484866,1.96519507541193e-42,1.38533323901571e-40,"yes"
"WBGene00225675",16700.4540428436,2.63282887717677,0.193506633342046,13.605884365333,3.69471964928573e-42,2.587511179222e-40,"yes"
"WBGene00225767",9154.77343542838,2.73235407428774,0.200905774470138,13.6001769062834,3.99466042034594e-42,2.77940171454589e-40,"yes"
"WBGene00220654",1057.31491402704,5.48925588198646,0.404433352184896,13.5727082159063,5.81337208947759e-42,4.0105686310515e-40,"yes"
"WBGene00255695",568.219735364312,5.96911931649383,0.439798821864295,13.5723858722288,5.83899866023363e-42,4.0105686310515e-40,"yes"
"WBGene00230941",29680.818972016,2.59452230371054,0.191324436042788,13.560851699729,6.83379551679814e-42,4.66395662181478e-40,"yes"
"WBGene00231231",1617.403730122,3.22415312004971,0.2378285417149,13.556628219647,7.23878587017785e-42,4.90908801259213e-40,"yes"
"WBGene00268950",511.345439234867,5.21068802859923,0.384814282502953,13.5407864664151,8.98220692814414e-42,6.05310359968959e-40,"yes"
"WBGene00223943",9571.11437636165,3.98959129078652,0.294649932865942,13.5401058876253,9.06581441355946e-42,6.0712625900806e-40,"yes"
"WBGene00223968",73550.6497051369,2.70646336399961,0.200533483837332,13.4963164864529,1.64392180955122e-41,1.09407591238145e-39,"yes"
"WBGene00225813",10428.8565248251,2.73425864305614,0.203244273412156,13.4530660921077,2.95366206693487e-41,1.95361043501279e-39,"yes"
"WBGene00225833",709.883632185571,5.43998060358618,0.404744811258226,13.4405196861572,3.49970155972891e-41,2.30057068788315e-39,"yes"
"WBGene00224373",174220.06791324,3.08932854034419,0.22988511837224,13.4385755903599,3.59286006213702e-41,2.3474082662072e-39,"yes"
"WBGene00223115",3734.76818677837,2.97868010340407,0.221830507454382,13.4277297454978,4.15969241714243e-41,2.70127904543522e-39,"yes"
"WBGene00224576",8931.20669679189,3.32189644774735,0.247472782874454,13.4232799630034,4.41721573165757e-41,2.85123292558499e-39,"yes"
"WBGene00228897",2234.50241493368,-5.99319021082456,0.446693247086229,-13.4167916124052,4.82138738743109e-41,3.09348298540863e-39,"yes"
"WBGene00223204",2658.16151616161,2.82593152072198,0.211053424188828,13.3896501873083,6.95073420189063e-41,4.43316172459869e-39,"yes"
"WBGene00222590",15916.2514144286,2.96304224461053,0.221578363311076,13.372434927009,8.76247133852372e-41,5.55561422439536e-39,"yes"
"WBGene00230158",1314.2278432914,3.51027358884561,0.262557668704513,13.3695336577509,9.11102690248442e-41,5.74262666236004e-39,"yes"
"WBGene00228638",14198.6862453836,5.14114552145591,0.384590214210487,13.3678531889066,9.31918737335529e-41,5.83947910558491e-39,"yes"
"WBGene00229742",18632.7873821825,2.58871695470187,0.193886163648875,13.3517364312288,1.15719633210531e-40,7.20892947587695e-39,"yes"
"WBGene00220954",13898.6034496266,2.9441445236915,0.220722878912504,13.3386468054296,1.37940717114417e-40,8.54355366405189e-39,"yes"
"WBGene00233110",9920.10154762462,4.13279454418591,0.310332182983941,13.3173250174951,1.83567555014022e-40,1.13041744366393e-38,"yes"
"WBGene00225264",9523.14719660145,2.66232314763548,0.200445480670851,13.2820312971149,2.94300809736686e-40,1.80196181504491e-38,"yes"
"WBGene00226876",15102.4959193778,3.2269731948406,0.243183640023576,13.2696969028334,3.46981330992037e-40,2.11244600089754e-38,"yes"
"WBGene00227360",5757.43945950589,2.82770846141758,0.213104077627788,13.2691429131474,3.49555863470625e-40,2.11609665372189e-38,"yes"
"WBGene00230474",871.458322962692,-4.20931799597411,0.317633190891127,-13.2521352197633,4.38545974386862e-40,2.63989894132316e-38,"yes"
"WBGene00226009",18369.1915507109,4.00388078665938,0.302203343145335,13.2489625858766,4.5748338758478e-40,2.73851089272118e-38,"yes"
"WBGene00229807",3575.55734317519,2.90955433202314,0.219651474983276,13.2462317052261,4.74433772989234e-40,2.82419882087758e-38,"yes"
"WBGene00224961",9478.36858559145,2.53862154625075,0.193311617884139,13.1322761354791,2.15092759442513e-39,1.27332536874394e-37,"yes"
"WBGene00226589",2385.99775795146,3.28006894211136,0.249787197836771,13.1314533751837,2.17442771979103e-39,1.28016445151433e-37,"yes"
"WBGene00228154",12339.8898726184,3.51907138822437,0.268344478119296,13.1140070885301,2.73743920438263e-39,1.60282300956065e-37,"yes"
"WBGene00226480",81211.2982327649,3.15330139330686,0.240549198760102,13.1087586637594,2.93360710953375e-39,1.70834783579642e-37,"yes"
"WBGene00235663",11651.890652997,2.7600627640411,0.210711721999827,13.0987623177574,3.34670643529598e-39,1.93837618671332e-37,"yes"
"WBGene00228071",63670.7558636422,3.99586053040469,0.305240570024967,13.0908565990355,3.7139554710506e-39,2.1395178963606e-37,"yes"
"WBGene00225650",10554.2076343604,3.3609106664259,0.257326689187721,13.060870899303,5.50938794363543e-39,3.15684982973549e-37,"yes"
"WBGene00234307",18736.0964360935,2.64584154149476,0.202707847768066,13.0524869689411,6.15063064056733e-39,3.50553230391909e-37,"yes"
"WBGene00229645",10041.6731187917,2.92811809578454,0.225034599283061,13.0118573104458,1.04764438228986e-38,5.93942304562746e-37,"yes"
"WBGene00220688",93662.8306617509,2.60325241614996,0.20009471101764,13.0101010811848,1.0720019608716e-38,6.0455268477575e-37,"yes"
"WBGene00234211",34364.2399969804,2.4874283479395,0.191344580654036,12.9997324169684,1.22772103503899e-38,6.88745072798054e-37,"yes"
"WBGene00222657",1188.27142441529,3.43470484071549,0.264232335131288,12.9988059145332,1.24268447907998e-38,6.93508551736564e-37,"yes"
"WBGene00268934",2439.60395136748,-6.75008436913525,0.519677785843096,-12.9889800045701,1.41297619391359e-38,7.84458026828191e-37,"yes"
"WBGene00269088",1517.2153229496,3.81612901222353,0.294352396094159,12.9644910755298,1.94517116850004e-38,1.06884661899887e-36,"yes"
"WBGene00234089",18821.4216732456,2.48179375108031,0.191426913981204,12.964706474472,1.93971488226827e-38,1.06884661899887e-36,"yes"
"WBGene00225256",5600.97236161196,3.01498423543624,0.232598743672375,12.9621690462911,2.00496832148414e-38,1.0960834471787e-36,"yes"
"WBGene00227282",799.839728792122,3.5740957199622,0.276077115302709,12.9460050176319,2.47502832837629e-38,1.34618926591634e-36,"yes"
"WBGene00229787",2313.8473930242,2.99572996651662,0.231788923114468,12.9243879572157,3.27895424407908e-38,1.77444417804583e-36,"yes"
"WBGene00220387",196450.319980906,2.66999607011637,0.206880778534906,12.9059649186591,4.16564526437095e-38,2.24295924661984e-36,"yes"
"WBGene00230508",2668.8948317509,2.81397935395074,0.218255122062918,12.8930736074067,4.92414474952951e-38,2.63811054956043e-36,"yes"
"WBGene00224366",6990.36427818998,2.83707940946641,0.220561597904251,12.8629799404066,7.27182368258416e-38,3.87649705268106e-36,"yes"
"WBGene00230930",56153.081553057,3.43578829544539,0.267126615435264,12.8620215916974,7.36255856965444e-38,3.90543638979442e-36,"yes"
"WBGene00230230",3162.6059684955,3.19626819490517,0.248759779450969,12.8488142333924,8.73387303784324e-38,4.61002214780741e-36,"yes"
"WBGene00227765",5257.41933888873,3.22767912633748,0.251358356719882,12.8409461633077,9.66855310978971e-38,5.07836012604886e-36,"yes"
