"gene_id","protein_id","gene_name","TM","Pharynx_1","NPharynx_1","NPharynx_2","Pharynx_2","NPharynx_3","Pharynx_3","mean.pharynx.tpm","mean.npharynx.tpm","high.pharynx","ph.enrch","prioritize"
"WBGene00226851","Bm6590","Bm6590","0",0,17.1878771167721,0,5.09455824179912,84.8950484449144,3.97944759879335,3.02466861353082,34.0276418538955,"no",0.114899787725311,"no"
"WBGene00225498","Bm5237a","Bm5237a","0",0,446.5549067116,0,5.39332060689756,0.363125596768334,3.37025284155933,2.92119114948563,148.972677436123,"no",0.0261460368416491,"no"
"WBGene00224449","Bm4188","Bm4188","0",15.5565422517432,0,0,24.9048823239663,3.98243534443835,13.6175441757513,18.0263229171536,1.32747844814612,"no",8.17465052460891,"no"
"WBGene00232354","Bm12093a","Bma-agef-1","0",1.92977674520661,0,0,8.3762866384924,0.643655712496923,4.55155647750029,4.9525399537331,0.214551904165641,"no",4.90101734912869,"no"
"WBGene00226051","Bm5790","Bm5790","1",5.67066029751352,0,0,9.53222646649411,0.840443217178483,4.25473545052356,6.48587407151039,0.280147739059494,"no",5.84766417430082,"no"
"WBGene00234611","Bm14350","Bm14350","0",0,644.563008660474,0,13.3294757257783,0,0,4.44315857525942,214.854336220158,"no",0.0252168136650622,"no"
"WBGene00224132","Bm3871a","Bma-rbpl-1","1",8.46923107875642,55.9907194130457,0,28.9110167871557,4.95098968640263,20.030046432877,19.136764766263,20.3139030331495,"no",0.94477134173616,"no"
"WBGene00233041","Bm12780","Bm12780","0",8.65350308558853,0,0,9.697536302372,1.16593412271502,14.0676963360853,10.8062452413486,0.388644707571674,"no",8.50199131352628,"no"
"WBGene00227389","Bm7128","Bma-abtm-1","6",6.14047675487351,0,0,3.44065840476946,0.744606222091924,2.30362098603685,3.96158538189327,0.248202074030641,"no",3.97498568951382,"no"
"WBGene00227387","Bm7126","Bm7126","4",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00222374","Bm2113a","Bm2113a","5",0,0,0,4.44660957221108,0,8.68330920222142,4.3766395914775,0,"no",5.3766395914775,"no"
"WBGene00268736","Bm17593","Bm17593","0",65.4147502633916,0,0,0,1.03896986784255,0,21.8049167544639,0.34632328928085,"no",16.9386631992716,"no"
"WBGene00225307","Bm5046","Bma-pqn-52","0",0,0,0,5.72024295509252,0.481421091968675,4.46818075518138,3.39614123675797,0.160473697322892,"no",3.78822996755503,"no"
"WBGene00224160","Bm3899a","Bm3899a","0",10.7590685744281,0,0,21.3196760115839,1.59491931242034,13.2167998792494,15.0985148217538,0.531639770806778,"no",10.5106403794112,"no"
"WBGene00235414",NA,NA,NA,0,0,0,0,10.2788752258556,0,0,3.42629174195188,"no",0.225922749402647,"no"
"WBGene00226167","Bm5906","Bma-pash-1","0",0,0,0,13.6522590556317,1.91497852859269,15.2343082667788,9.62885577413685,0.638326176197564,"no",6.48763105208125,"no"
"WBGene00226593","Bm6332","Bm6332","1",0,0,0,2.38624931888368,0.267772018735385,2.48525417944788,1.62383449944385,0.0892573395784615,"no",2.40882884521969,"no"
"WBGene00223178","Bm2917","Bm2917","0",6.55406213080314,2.83685309608559,0,10.4925724155267,1.50121029930881,6.55674390160866,7.8677928159795,1.44602113179813,"no",3.62539501425344,"no"
"WBGene00234322","Bm14061","Bma-rpl-27","0",0,375.91111482487,0,1.13591464766305,0.764797263828544,0,0.378638215887682,125.5586373629,"no",0.0108932763864588,"no"
"WBGene00225299","Bm5038","Bma-egl-30","0",0,0,0,1.33537658994895,0.0561932824505556,1.56462864260452,0.966668410851155,0.0187310941501852,"no",1.93050788588301,"no"
"WBGene00225298","Bm5037a","Bm5037a","1",14.5738569541292,9.48937952200615,0,4.66633505794947,0.785446400345565,7.28991011984763,8.84336737730878,3.42494197411724,"no",2.22451897333015,"no"
"WBGene00233043","Bm12782","Bma-let-391","0",5.58418599809441,0.706175279237125,0,25.8191883466973,3.7250870871428,14.8171700514666,15.4068481320861,1.47708745545998,"no",6.6234432280226,"no"
"WBGene00224055","Bm3794a","Bma-twk-47","5",6.48726873769535,306.392740853895,0,21.4247895052405,2.78197304629212,16.2571231361558,14.7230604596972,103.058237966729,"no",0.151098661354658,"no"
"WBGene00224891","Bm4630","Bma-pdi-3","1",9.30120554945892,33.306166716015,411.090463593057,31.4195789825363,2.7121042812284,14.473709410774,18.3981646475897,149.036244863434,"no",0.129289857029189,"no"
"WBGene00224892","Bm4631a","Bma-chd-1","2",3.12340699455834,4.99912216734313,0,12.3783996199389,1.01697365892877,9.6689821386898,8.39026291772903,2.00536527542397,"no",3.12449970541579,"no"
"WBGene00223651","Bm3390","Bma-ubql-1","0",32.5162947923502,38.9073076839535,0,40.6644752079598,650.556206620457,28.5516631389882,33.9108110464328,229.821171434803,"no",0.151246139292268,"no"
"WBGene00234614","Bm14353","Bm14353","0",0,0,0,0.777062751845505,0.130796681699893,0,0.259020917281835,0.0435988938999645,"no",1.20642224195623,"no"
"WBGene00223649","Bm3388","Bma-sem-4","0",12.2975643692388,0,0,28.0853493115766,1.94034231679729,22.9202487087741,21.1010541298632,0.646780772265765,"no",13.4207628010223,"no"
"WBGene00227514","Bm7253","Bm7253","0",17.8898790949927,0,0,24.1875618182915,1.81642457070491,13.9519924263187,18.6764777798676,0.605474856901636,"no",12.2558616818458,"no"
"WBGene00233045","Bm12784","Bma-men-1.1","0",5.10227950792861,0,0,4.492606246937,0.137491642935469,0.63804590535317,3.41097722007292,0.0458305476451562,"no",4.21767869565954,"no"
"WBGene00255599","Bm16945","Bm16945","0",30.4311878968254,1.9241616072505,0,86.1443484522396,6.76665767219336,103.176223197806,73.2505865156237,2.89693975981462,"no",19.0535628190352,"no"
"WBGene00255618",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00233046","Bm12785","Bm12785","0",32.2752343992711,0,0,5.51501502148076,0.214222575566647,1.9882493838358,13.2594996015292,0.0714075251888822,"no",13.3091277280467,"no"
"WBGene00226180","Bm5919a","Bm5919a","0",0,8.14209235938517,0,5.21093139960671,0.404821796922373,1.87862247049636,2.36318462336769,2.84897138543585,"no",0.873787899825306,"no"
"WBGene00224482","Bm4221","Bm4221","0",0,824.425995494445,0,12.1036148503631,0.407460698699351,3.7817372001218,5.29511735016164,274.944485397715,"no",0.0228129847968825,"no"
"WBGene00269241","Bm18101","Bm18101","0",34.7887627668776,45.8307687629087,0,30.4414869008029,2.03025187869609,14.3567530125517,26.5290008934107,15.9536735472016,"no",1.62377792734807,"no"
"WBGene00226791","Bm6530","Bm6530","0",19.4580877824007,0,0,40.4490114535631,3.54607011011579,26.3295189793209,28.7455394050949,1.1820233700386,"no",13.6320902028509,"no"
"WBGene00223250","Bm2989","Bma-smu-1","0",7.03083833889302,0,0,7.87909929113833,0.56838213954719,5.27528639663095,6.72840800888743,0.189460713182397,"no",6.49740501996919,"no"
"WBGene00233047","Bm12786","Bm12786","0",0,173.688179344241,0,5.81219271494595,0.0652212895041601,0.605333907159937,2.13917554070196,57.9178002112483,"no",0.0532805965166134,"no"
"WBGene00222104","Bm1843a","Bma-mppe-1.1","2",0,0,0,8.81901384989231,1.11332490010471,6.88868432217309,5.23589939068847,0.371108300034903,"no",4.54807208922134,"no"
"WBGene00222492","Bm2231","Bma-rpoa-12","0",0,46.0672015045148,0,3.40774394298914,181.830549475236,5.32369552279051,2.91047982192655,75.9659169932504,"no",0.0508079416798151,"no"
"WBGene00224334","Bm4073","Bm4073","3",0,0,0,9.62186525079287,0.32391413526856,3.00632217757582,4.20939580945623,0.107971378422853,"no",4.701742220879,"no"
"WBGene00225485","Bm5224","Bma-edc-3","0",13.0128001864441,0,0,17.8043200967754,3.92691613856415,23.0189172631543,17.9453458487913,1.30897204618805,"no",8.2050997022977,"no"
"WBGene00223853","Bm3592a","Bma-mrpl-54","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00233048","Bm12787","Bma-bro-1","0",27.0688511917166,1.07685535563668,0,34.5509364830225,2.84021552293379,31.3817841343441,31.0005239363611,1.30569029285683,"no",13.8789342330584,"no"
"WBGene00221872","Bm1611a","Bm1611a","0",45.295072123196,1.70596874016929,0,20.3669054335849,1.71409814772467,19.8861778283225,28.5160517950345,1.14002229596465,"no",13.7924038691988,"no"
"WBGene00233049","Bm12788","Bm12788","2",0,0,0,41.7053695804234,9.57262800421158,29.615259861881,23.7735431474348,3.19087600140386,"no",5.9113042569468,"no"
"WBGene00233050","Bm12789","Bm12789","3",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00233052","Bm12791","Bm12791","6",3.87805566438451,111.76388259333,0,2.1955934129326,0.184783231529044,3.43003201468382,3.16789369733365,37.3162219416195,"no",0.108776217647033,"no"
"WBGene00233053","Bm12792","Bm12792","0",0,0,0,18.3936058609534,2.32203506608184,14.3675638205431,10.9203898938322,0.774011688693948,"no",6.71945397530505,"no"
"WBGene00224390","Bm4129","Bma-mgl-2","7",17.2081089930561,1.40057533847354,0,33.4030648390683,3.47781492604138,27.9746189997581,26.1952642772942,1.62613008817164,"no",10.3556424717056,"no"
"WBGene00236617",NA,NA,NA,0,0,0,39.4828263739432,0,0,13.1609421246477,0,"no",14.1609421246477,"no"
"WBGene00233867","Bm13606","Bm13606","0",0,0,0,1.73880328753888,0.585357359103396,0,0.579601095846293,0.195119119701132,"no",1.32171017081654,"no"
"WBGene00225067","Bm4806a","Bma-bli-4","1",11.6999943699094,0.30458890071105,0,38.5227933785466,3.74899428890626,27.5166795183535,25.9131557556032,1.3511943965391,"no",11.446588931659,"no"
"WBGene00236717",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00226127","Bm5866","Bma-mrrf-1","0",0,0,0,13.5236452540671,0.56908142859683,7.04236888054178,6.85533804486964,0.189693809532277,"no",6.60282333313808,"no"
"WBGene00228930","Bm8669","Bm8669","0",0,0,0,26.9888500847225,0.22714073127259,12.648874689388,13.2125749247035,0.0757135770908635,"no",13.2122297490561,"no"
"WBGene00228931","Bm8670","Bm8670","0",128.334847050704,0,0,131.843954827862,8.45418113161532,51.4927972704727,103.89053304968,2.81806037720511,"no",27.4722038645344,"no"
"WBGene00233931","Bm13670a","Bma-pbs-4","0",30.0825249221406,280.833288328774,0,4.81599143993418,0.810636847464955,5.64278137431423,13.5137659121297,93.8813083920797,"no",0.152967598761962,"no"
"WBGene00222969","Bm2708","Bma-rpl-34","0",117.024181184198,1854.16422125995,0,46.9088328241634,2.51229492252058,26.6482189297223,63.527077646028,618.892172060824,"no",0.104094035308606,"no"
"WBGene00227464","Bm7203a","Bm7203a","1",59.4399864962409,4.3622062482269,582.031201774829,127.560404849836,13.663497389508,94.7393293898022,93.9132402452929,200.018968470855,"no",0.472160617315346,"no"
"WBGene00228932","Bm8671","Bm8671","0",9.84538431956117,0,0,13.47061135111,0.860047876402728,7.98230371287373,10.4327664611816,0.286682625467576,"no",8.8854595802341,"no"
"WBGene00233846","Bm13585","Bm13585","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00226982","Bm6721","Bma-hex-4","0",0,0,0,0.520573750781701,0.175247929515611,0,0.1735245835939,0.0584159765052036,"no",1.10875554568703,"no"
"WBGene00227310","Bm7049a","Bma-trpp-10","0",4.95988683506932,0,0,4.08123765726342,0.578494056421853,3.69128199085147,4.24413549439474,0.192831352140618,"no",4.39637630666211,"no"
"WBGene00227466","Bm7205","Bma-prhg-1","0",14.1911937912974,0,0,3.19053142415702,0.402777242392462,1.24608965214741,6.20927162253395,0.134259080797487,"no",6.35593026724121,"no"
"WBGene00236674",NA,NA,NA,0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00225404","Bm5143","Bm5143","12",16.1129803374818,0,0,8.00446241708794,0.918631603836001,7.38922848539846,10.5022237466561,0.306210534612,"no",8.80579618818701,"no"
"WBGene00229847","Bm9586","Bm9586","0",52.0494388830319,0,0,38.6545153311332,2.78845783194781,43.1338725743336,44.6126089294995,0.929485943982605,"no",23.6397725890408,"no"
"WBGene00227125","Bm6864","Bm6864","0",1955.50742506321,7.37710746400971,1312.39606094428,1178.59811964605,53.1945862716697,838.75671255039,1324.28741908655,457.655918226654,"no",2.88950249287229,"no"
"WBGene00225937","Bm5676","Bma-mekk-3","0",0,0,0,15.279979803551,0.894593144112761,10.3786579382513,8.55287924726743,0.298197714704254,"no",7.35857037727392,"no"
"WBGene00226246","Bm5985a","Bma-sqv-5","1",15.474788864113,0,0,30.8282647836349,3.94820712143269,35.5972476747784,27.3001004408421,1.31606904047756,"no",12.2190228124662,"no"
"WBGene00226247","Bm5986","Bma-algn-10","10",56.6933283959087,3.90737115855331,0,150.734435878244,12.360672739953,81.5131911945241,96.3136518228922,5.42268129950209,"no",15.1515616741619,"no"
"WBGene00224501","Bm4240","Bm4240","0",36.1925760086749,0,0,59.5620460836213,3.16597799564342,26.9354943904637,40.8967054942533,1.05532599854781,"no",20.3844575137255,"no"
"WBGene00229848","Bm9587","Bma-ceh-8","0",0,0,0,3.59404226474816,0.100826006008262,0.9357895347411,1.50994393316309,0.0336086686694207,"no",2.42833096242718,"no"
"WBGene00224760","Bm4499","Bma-ccpp-1","6",3.93719538412042,0,0,17.461094207555,0.562803437496151,9.28623852385522,10.2281760385102,0.18760114583205,"no",9.45450084644672,"no"
"WBGene00227027","Bm6766","Bma-nduf-9","0",1911.68694674359,24.8443690150235,3415.49036978667,675.203935425204,140.973064958186,1475.71206021004,1354.20098079294,1193.76926791996,"no",1.13427840603256,"no"
"WBGene00229849","Bm9588","Bma-oxy-5","0",0,51.1753780680295,0,1.60589335882798,0.675767568319751,2.50878218184798,1.37155851355866,17.2837152121164,"no",0.12970878653738,"no"
"WBGene00229850","Bm9589","Bm9589","4",0,0,0,6.20837626174319,0.746432650986805,5.54225157446201,3.91687594540173,0.248810883662268,"no",3.93724623137691,"no"
"WBGene00227702","Bm7441","Bma-fitm-2","6",0,0,0,1.12365256608867,0.189135339042976,0,0.374550855362889,0.0630451130143255,"no",1.29303153604203,"no"
"WBGene00225356","Bm5095a","Bm5095a","0",0,1.26193986988674,0,2.82484037379363,0.158494169806573,1.47102113129738,1.43195383503034,0.473478013231103,"no",1.65048532329128,"no"
"WBGene00226272","Bm6011","Bm6011","0",0,0,0,3.40015431282658,0.572320446873921,7.96775810983346,3.78930414088668,0.190773482291307,"no",4.02201108112604,"no"
"WBGene00224122","Bm3861","Bm3861","1",10.6279274568506,0,0,5.01424114230064,0.337602645911615,1.56668420902791,5.73628426939304,0.112534215303872,"no",6.05490076325709,"no"
"WBGene00227613","Bm7352","Bm7352","0",4.0333400819055,0,0,11.6227465767367,0.760807767316256,5.04373803935602,6.8999415659994,0.253602589105419,"no",6.30179104179808,"no"
"WBGene00230461","Bm10200","Bm10200","1",0,0,0,1.76018749399593,0.0592556219784145,2.19986065568961,1.32001604989518,0.0197518739928048,"no",2.2750789766252,"no"
"WBGene00225070","Bm4809","Bma-aho-3","0",0,0,0,1.61894940239569,0.136252322718129,0,0.539649800798563,0.0454174409060429,"no",1.47276077531687,"no"
"WBGene00230460","Bm10199","Bm10199","1",0,0,0,0.475597908554248,0.0800535453727074,0,0.158532636184749,0.0266845151242358,"no",1.12842126195364,"no"
"WBGene00221644","Bm1383","Bm1383","0",0,0,0,0,0.463290650203829,0,0,0.15443021673461,"no",0.866228192491854,"no"
"WBGene00234006","Bm13745","Bma-tre-1","0",0,849.061985972861,0,5.15766650830789,23.0453897876984,4.39499188122264,3.18421946317684,290.702458586853,"no",0.0143441350595645,"no"
"WBGene00230459","Bm10198","Bm10198","0",0,0,0,18.7705240138418,0,0,6.25684133794728,0,"no",7.25684133794728,"no"
"WBGene00226161","Bm5900","Bma-asd-2","0",0,1.30298822589049,0,0.955628291704842,121.390528122846,1.4929155896433,0.816181293782714,40.8978387829123,"no",0.0433478515011955,"no"
"WBGene00268737","Bm17594a","Bm17594a","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00222353","Bm2092a","Bma-unc-89","0",63.9114904348625,171.827539042982,0,2.06372835772096,278.079065545747,1.58469166091038,22.5199701511646,149.968868196243,"no",0.155793511815901,"no"
"WBGene00222658","Bm2397a","Bma-glb-8","0",0,83.073450998293,0,0.726985374504351,123.285318929161,0,0.242328458168117,68.7862566424848,"no",0.0178019071080509,"no"
"WBGene00234866",NA,NA,NA,0,0,0,129.014305897955,5.42898339393783,50.387653398806,59.8006530989204,1.80966113131261,"no",21.6398527286156,"no"
"WBGene00230452","Bm10191","Bma-cutl-7","1",0,3.03479408216406,0,1.35396369512537,0.0759672489100485,1.41013929496067,0.921367663362013,1.03692044369137,"no",0.943270842664848,"no"
"WBGene00230451","Bm10190","Bm10190","2",0,0,0,0,73.3429257658832,0,0,24.4476419219611,"no",0.0392963718629273,"no"
"WBGene00227506","Bm7245","Bma-zoo-1","0",0,0,0,0.216559074158467,0.109354906890043,0.169158040158647,0.128572371439038,0.0364516356300143,"no",1.0888808822739,"no"
"WBGene00235441",NA,NA,NA,290.645177816985,18.6969707703129,0,54.8503935254779,9.23252265795416,171.378366051029,172.291312464497,9.30983114275567,"no",16.8083560307642,"no"
"WBGene00227407","Bm7146","Bma-pod-1","0",0,4.37474213285535,0,0.358541401235119,0.181051113654103,0,0.119513800411706,1.51859774883648,"no",0.444498848984078,"no"
"WBGene00226354","Bm6093","Bma-nuo-6","2",0,932.317590065897,0,0,1.07971378422853,2.00421478505055,0.668071595016849,311.132434616709,"no",0.00534411490130848,"no"
"WBGene00226854","Bm6593","Bma-ttc-37","0",8.80583176622579,0.377648054988177,0,9.97098953420335,0.745927084604908,3238.72309917688,1085.83330682577,0.374525046531028,"no",790.697346380612,"no"
"WBGene00230450","Bm10189","Bma-dpy-3","1",0,77.2051267041089,0,0,0,2.08116543997395,0.693721813324651,25.735042234703,"no",0.0633521278349111,"no"
"WBGene00223437","Bm3176","Bma-kcnl-2","7",0,0,0,0.319475994655232,0.0268874038064722,0.748644682892416,0.356040225849216,0.00896246793549075,"no",1.34399471629892,"no"
"WBGene00234028","Bm13767","Bm13767","0",0,0,0,1.56120503418505,0.167226820377261,0.443448824458038,0.668217952881029,0.0557422734590869,"no",1.58013749645091,"no"
"WBGene00232384","Bm12123","Bma-smd-1","0",0,22.4564463835351,0,0.923761165667085,0.155489237986925,1.44313166249101,0.7889642760527,7.53731187384066,"no",0.209546553117533,"no"
"WBGene00231666","Bm11405","Bm11405","31",2.45376800762979,5.84605086708572,0,2.16056636303077,0.132243870304344,0.613693008202286,1.74267579295428,1.99276491246335,"no",0.91643542783211,"no"
"WBGene00236664",NA,NA,NA,0,0,0,26.6279526707989,0,41.5991092013398,22.7423539573796,0,"no",23.7423539573796,"no"
"WBGene00223197","Bm2936","Bma-rskn-2","0",0,0,0,0,0.0466542993185168,0.43300936714055,0.144336455713517,0.0155514331061723,"no",1.12681290027177,"no"
"WBGene00223198","Bm2937a","Bma-dod-18","0",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00223199","Bm2938","Bm2938","2",0,0,0,0,0.159609863755522,1.48137614547214,0.493792048490714,0.0532032879185074,"no",1.41833211653086,"no"
"WBGene00234273","Bm14012","Bma-cyc-1","2",0,0,0,0,0,0,0,0,"no",1,"no"
"WBGene00224392","Bm4131a","Bma-mec-8","3",0,10.7796066505375,0,230.785131317727,0.103589847075944,0.961441384390009,77.2488575673725,3.62773216587113,"no",16.9086832951238,"no"
